CME_ID,t0,dt0_h,pa_deg,da_deg,v_km_s,dv_km_s,minv_km_s,maxv_km_s,halo
0006,2022-04-02 13:36:00,2.0,263.0,104.0,844.0,353.0,251.0,1488.0,II
0007,2022-04-02 14:12:00,1.0,344.0,34.0,653.0,191.0,376.0,905.0,
0008,2022-04-02 14:24:00,1.0,343.0,8.0,405.0,55.0,390.0,495.0,
0009,2022-04-02 14:36:00,1.0,96.0,70.0,353.0,166.0,284.0,781.0,
0010,2022-04-03 08:12:00,2.0,286.0,22.0,374.0,104.0,248.0,606.0,
0011,2022-04-03 16:36:00,0.0,254.0,30.0,508.0,80.0,411.0,672.0,
0012,2022-04-03 17:12:00,1.0,328.0,22.0,413.0,151.0,206.0,686.0,
0013,2022-04-03 17:12:00,1.0,135.0,12.0,238.0,8.0,223.0,249.0,
0014,2022-04-03 17:48:00,1.0,83.0,52.0,265.0,36.0,224.0,351.0,
0015,2022-04-03 23:24:00,1.0,258.0,10.0,1129.0,266.0,664.0,1488.0,
0016,2022-04-04 05:36:00,3.0,291.0,56.0,234.0,44.0,181.0,351.0,
0017,2022-04-04 11:00:00,1.0,238.0,70.0,588.0,109.0,381.0,762.0,
0018,2022-04-04 11:48:00,3.0,56.0,90.0,324.0,73.0,209.0,488.0,
0019,2022-04-04 12:36:00,2.0,138.0,6.0,273.0,17.0,251.0,292.0,
0020,2022-04-04 13:00:00,1.0,87.0,16.0,336.0,160.0,292.0,718.0,
0021,2022-04-04 13:48:00,1.0,256.0,22.0,405.0,199.0,173.0,744.0,
0022,2022-04-04 13:48:00,0.0,63.0,8.0,770.0,116.0,637.0,946.0,
0023,2022-04-04 14:12:00,1.0,93.0,36.0,334.0,88.0,158.0,538.0,
0024,2022-04-04 14:12:00,1.0,153.0,12.0,1388.0,474.0,534.0,1953.0,
0025,2022-04-04 14:24:00,1.0,261.0,16.0,559.0,137.0,347.0,801.0,
0026,2022-04-04 15:36:00,1.0,38.0,10.0,1018.0,274.0,762.0,1420.0,
0027,2022-04-04 18:48:00,1.0,241.0,8.0,416.0,83.0,264.0,473.0,
0028,2022-04-04 21:48:00,1.0,146.0,42.0,268.0,89.0,178.0,520.0,
0029,2022-04-04 22:12:00,1.0,154.0,14.0,355.0,33.0,289.0,369.0,
0030,2022-04-04 22:36:00,3.0,297.0,52.0,284.0,45.0,177.0,369.0,
0031,2022-04-05 01:24:00,4.0,270.0,54.0,311.0,494.0,112.0,1644.0,
0032,2022-04-05 06:00:00,4.0,267.0,16.0,449.0,381.0,108.0,1302.0,
0033,2022-04-05 06:48:00,2.0,118.0,22.0,411.0,46.0,363.0,520.0,
0034,2022-04-06 04:48:00,1.0,259.0,12.0,893.0,47.0,801.0,946.0,
0035,2022-04-06 11:12:00,2.0,274.0,18.0,152.0,72.0,108.0,285.0,
0036,2022-04-06 21:36:00,3.0,263.0,52.0,332.0,562.0,175.0,1644.0,
0037,2022-04-07 00:00:00,1.0,117.0,12.0,204.0,57.0,186.0,318.0,
0038,2022-04-07 06:12:00,3.0,125.0,100.0,312.0,99.0,168.0,578.0,II
0039,2022-04-07 22:00:00,1.0,252.0,10.0,224.0,23.0,182.0,246.0,
0040,2022-04-08 23:48:00,1.0,293.0,8.0,202.0,120.0,116.0,381.0,
0041,2022-04-09 03:24:00,1.0,284.0,6.0,108.0,12.0,101.0,131.0,
0042,2022-04-09 09:24:00,5.0,198.0,90.0,201.0,21.0,164.0,252.0,
0043,2022-04-09 10:48:00,1.0,196.0,10.0,193.0,16.0,172.0,218.0,
0044,2022-04-09 12:12:00,1.0,52.0,42.0,628.0,162.0,347.0,919.0,
0045,2022-04-09 13:00:00,2.0,240.0,30.0,229.0,64.0,111.0,315.0,
0046,2022-04-09 18:48:00,1.0,252.0,30.0,376.0,92.0,251.0,625.0,
0047,2022-04-10 03:48:00,1.0,73.0,8.0,336.0,32.0,289.0,381.0,
0048,2022-04-10 04:24:00,2.0,13.0,32.0,209.0,70.0,113.0,318.0,
0049,2022-04-10 14:36:00,1.0,62.0,18.0,844.0,21.0,801.0,868.0,
0050,2022-04-11 00:36:00,1.0,201.0,8.0,488.0,36.0,480.0,558.0,
0051,2022-04-11 06:12:00,1.0,188.0,106.0,346.0,54.0,264.0,403.0,II
0052,2022-04-11 06:12:00,0.0,346.0,34.0,369.0,11.0,353.0,395.0,
0053,2022-04-11 06:12:00,1.0,224.0,10.0,173.0,14.0,168.0,196.0,
0054,2022-04-11 06:24:00,1.0,304.0,22.0,400.0,92.0,186.0,452.0,
0055,2022-04-11 20:24:00,2.0,93.0,164.0,367.0,89.0,248.0,637.0,II
0056,2022-04-12 04:24:00,1.0,37.0,8.0,1077.0,519.0,512.0,1838.0,
0057,2022-04-12 15:33:00,1.0,39.0,8.0,480.0,120.0,359.0,662.0,
0058,2022-04-12 17:00:00,1.0,91.0,8.0,775.0,76.0,686.0,868.0,
0059,2022-04-13 05:00:00,5.0,234.0,26.0,237.0,97.0,124.0,411.0,
0060,2022-04-13 09:48:00,1.0,224.0,6.0,154.0,111.0,138.0,376.0,
0061,2022-04-13 13:25:00,4.0,94.0,154.0,601.0,401.0,180.0,1702.0,II
0062,2022-04-13 14:24:00,2.0,261.0,20.0,318.0,200.0,144.0,664.0,
0063,2022-04-14 02:12:00,2.0,246.0,70.0,292.0,52.0,261.0,422.0,
0064,2022-04-14 08:48:00,1.0,83.0,36.0,265.0,68.0,192.0,383.0,
0065,2022-04-14 23:08:00,1.0,329.0,76.0,320.0,74.0,203.0,495.0,
0066,2022-04-15 01:24:00,1.0,103.0,72.0,516.0,44.0,395.0,585.0,
0067,2022-04-15 04:15:00,2.0,190.0,42.0,359.0,117.0,125.0,544.0,
0068,2022-04-15 12:04:00,2.0,104.0,50.0,646.0,212.0,227.0,958.0,
0069,2022-04-15 16:07:00,1.0,198.0,26.0,340.0,703.0,259.0,1971.0,
0070,2022-04-15 16:24:00,1.0,119.0,24.0,1077.0,140.0,844.0,1232.0,
0071,2022-04-15 17:12:00,1.0,123.0,28.0,450.0,240.0,260.0,1041.0,
0072,2022-04-16 10:00:00,5.0,280.0,94.0,353.0,64.0,202.0,484.0,II
0073,2022-04-16 10:24:00,2.0,353.0,12.0,193.0,0.0,192.0,193.0,
0074,2022-04-16 11:00:00,6.0,219.0,16.0,229.0,67.0,120.0,367.0,
0075,2022-04-16 13:25:00,1.0,241.0,8.0,173.0,16.0,150.0,199.0,
0076,2022-04-16 19:00:00,1.0,181.0,16.0,702.0,324.0,492.0,1420.0,
0077,2022-04-17 00:48:00,3.0,190.0,86.0,517.0,226.0,112.0,764.0,
0078,2022-04-17 03:36:00,5.0,352.0,342.0,828.0,604.0,119.0,2016.0,IV
0079,2022-04-17 16:48:00,2.0,200.0,106.0,466.0,67.0,328.0,624.0,II
0080,2022-04-17 17:00:00,2.0,238.0,54.0,247.0,29.0,204.0,310.0,
0081,2022-04-17 17:48:00,3.0,4.0,198.0,1562.0,516.0,288.0,1952.0,III
0082,2022-04-17 17:48:00,1.0,133.0,16.0,1644.0,678.0,411.0,1893.0,
0083,2022-04-17 21:24:00,1.0,48.0,14.0,805.0,205.0,512.0,1041.0,
0084,2022-04-18 01:36:00,1.0,254.0,10.0,409.0,300.0,293.0,946.0,
0085,2022-04-18 08:24:00,2.0,54.0,22.0,1402.0,619.0,315.0,1838.0,
0086,2022-04-18 21:24:00,1.0,212.0,14.0,219.0,81.0,177.0,376.0,
0087,2022-04-18 21:36:00,1.0,217.0,16.0,229.0,67.0,179.0,374.0,
0088,2022-04-19 00:12:00,6.0,283.0,64.0,189.0,47.0,111.0,294.0,
0089,2022-04-19 15:24:00,1.0,262.0,102.0,398.0,69.0,228.0,516.0,II
0090,2022-04-19 19:24:00,4.0,143.0,32.0,718.0,93.0,612.0,919.0,
0091,2022-04-19 21:24:00,1.0,249.0,24.0,548.0,294.0,204.0,1116.0,
0092,2022-04-20 02:00:00,2.0,239.0,52.0,533.0,127.0,339.0,762.0,
0093,2022-04-20 02:00:00,2.0,259.0,28.0,542.0,651.0,245.0,1953.0,
0094,2022-04-20 02:36:00,1.0,213.0,32.0,638.0,202.0,351.0,1157.0,
0095,2022-04-20 04:24:00,2.0,304.0,22.0,488.0,225.0,254.0,892.0,
0096,2022-04-20 08:12:00,1.0,62.0,10.0,872.0,523.0,440.0,1780.0,
0097,2022-04-20 12:36:00,1.0,213.0,16.0,548.0,169.0,343.0,822.0,
0098,2022-04-20 13:26:00,5.0,237.0,52.0,339.0,97.0,135.0,434.0,
0099,2022-04-20 16:12:00,1.0,242.0,6.0,224.0,26.0,192.0,265.0,
0100,2022-04-20 16:12:00,1.0,260.0,10.0,373.0,118.0,284.0,578.0,
0101,2022-04-20 20:24:00,0.0,248.0,38.0,525.0,122.0,310.0,822.0,
0102,2022-04-21 02:24:00,3.0,43.0,60.0,240.0,38.0,160.0,320.0,
0103,2022-04-21 05:24:00,1.0,130.0,10.0,554.0,92.0,411.0,694.0,
0104,2022-04-21 15:12:00,3.0,95.0,44.0,252.0,120.0,108.0,548.0,
0105,2022-04-21 22:36:00,2.0,229.0,76.0,387.0,97.0,156.0,578.0,
0106,2022-04-22 16:24:00,1.0,209.0,48.0,193.0,64.0,105.0,367.0,
0107,2022-04-23 05:24:00,1.0,104.0,22.0,201.0,87.0,125.0,376.0,
0108,2022-04-23 09:36:00,3.0,90.0,22.0,247.0,164.0,104.0,529.0,
0109,2022-04-23 10:12:00,0.0,41.0,8.0,410.0,21.0,372.0,434.0,
0110,2022-04-24 00:36:00,2.0,262.0,10.0,1491.0,324.0,1077.0,1953.0,
0111,2022-04-24 08:48:00,2.0,112.0,90.0,422.0,31.0,376.0,480.0,
0112,2022-04-24 09:24:00,2.0,45.0,8.0,548.0,164.0,300.0,791.0,
0113,2022-04-24 11:00:00,2.0,232.0,46.0,390.0,64.0,271.0,529.0,
0114,2022-04-24 15:16:00,1.0,224.0,10.0,159.0,48.0,118.0,244.0,
0115,2022-04-24 15:37:00,2.0,130.0,6.0,192.0,11.0,178.0,206.0,
0116,2022-04-24 16:24:00,2.0,5.0,20.0,240.0,37.0,171.0,296.0,
0117,2022-04-25 04:12:00,2.0,106.0,34.0,226.0,46.0,132.0,269.0,
0118,2022-04-25 07:00:00,1.0,105.0,36.0,241.0,45.0,166.0,359.0,
0119,2022-04-25 10:48:00,1.0,112.0,50.0,253.0,116.0,179.0,589.0,
0120,2022-04-25 18:00:00,1.0,115.0,16.0,190.0,37.0,163.0,267.0,
0121,2022-04-25 18:12:00,1.0,106.0,70.0,219.0,90.0,154.0,434.0,
0122,2022-04-25 18:12:00,1.0,88.0,10.0,255.0,38.0,209.0,330.0,
0123,2022-04-25 21:12:00,5.0,199.0,312.0,871.0,587.0,123.0,1644.0,IV
0124,2022-04-25 21:48:00,1.0,32.0,30.0,1488.0,178.0,1008.0,1644.0,
0125,2022-04-25 22:24:00,1.0,94.0,14.0,248.0,186.0,157.0,710.0,
0126,2022-04-26 04:12:00,2.0,155.0,88.0,205.0,32.0,132.0,252.0,
0127,2022-04-26 13:25:00,1.0,104.0,50.0,417.0,140.0,108.0,672.0,
0128,2022-04-26 14:48:00,2.0,335.0,32.0,589.0,244.0,161.0,679.0,
0129,2022-04-26 16:00:00,1.0,88.0,6.0,432.0,69.0,347.0,529.0,
0130,2022-04-27 01:36:00,3.0,66.0,90.0,428.0,91.0,208.0,612.0,
0131,2022-04-27 01:36:00,1.0,99.0,12.0,545.0,50.0,459.0,612.0,
0132,2022-04-27 03:36:00,2.0,310.0,26.0,208.0,49.0,167.0,332.0,
0133,2022-04-27 04:48:00,1.0,334.0,10.0,307.0,92.0,179.0,446.0,
0134,2022-04-27 08:48:00,2.0,341.0,64.0,664.0,114.0,428.0,939.0,
0135,2022-04-27 11:24:00,4.0,106.0,70.0,353.0,135.0,153.0,639.0,
0136,2022-04-27 15:05:00,3.0,111.0,96.0,531.0,250.0,194.0,1082.0,II
0137,2022-04-27 15:05:00,1.0,328.0,46.0,771.0,147.0,612.0,1116.0,
0138,2022-04-27 16:24:00,1.0,32.0,10.0,168.0,123.0,145.0,439.0,
0139,2022-04-27 16:24:00,1.0,301.0,24.0,772.0,255.0,264.0,1008.0,
0140,2022-04-27 17:48:00,1.0,345.0,16.0,504.0,111.0,428.0,726.0,
0141,2022-04-27 20:12:00,4.0,307.0,40.0,544.0,343.0,103.0,1358.0,
0142,2022-04-27 22:12:00,1.0,280.0,10.0,595.0,135.0,405.0,844.0,
0143,2022-04-28 03:12:00,2.0,334.0,54.0,862.0,358.0,134.0,1302.0,
0144,2022-04-28 04:48:00,3.0,116.0,82.0,333.0,61.0,218.0,416.0,
0145,2022-04-28 11:48:00,1.0,304.0,10.0,863.0,131.0,801.0,1116.0,
0146,2022-04-29 07:36:00,4.0,295.0,84.0,1201.0,514.0,259.0,1953.0,
0147,2022-04-29 22:36:00,1.0,296.0,10.0,557.0,406.0,419.0,1250.0,
0148,2022-04-30 10:00:00,3.0,260.0,82.0,355.0,97.0,234.0,578.0,
0149,2022-04-30 10:24:00,2.0,297.0,20.0,395.0,345.0,184.0,1302.0,
0150,2022-04-30 11:24:00,2.0,83.0,48.0,246.0,103.0,144.0,504.0,
0151,2022-04-30 11:24:00,2.0,71.0,76.0,211.0,50.0,139.0,347.0,
0152,2022-04-30 13:36:00,2.0,277.0,128.0,634.0,247.0,294.0,1310.0,II
0153,2022-04-30 15:12:00,1.0,34.0,26.0,950.0,683.0,127.0,1953.0,
0154,2022-04-30 15:24:00,1.0,164.0,6.0,901.0,624.0,332.0,1736.0,
0155,2022-04-30 19:48:00,1.0,266.0,26.0,762.0,386.0,710.0,1838.0,
0156,2022-04-30 20:12:00,2.0,312.0,26.0,625.0,244.0,200.0,1040.0,
0157,2022-04-30 20:24:00,1.0,225.0,56.0,694.0,164.0,372.0,1008.0,
0158,2022-04-30 21:12:00,1.0,162.0,6.0,705.0,448.0,292.0,1302.0,
0159,2022-04-30 21:12:00,1.0,61.0,12.0,168.0,1.0,166.0,170.0,
0001,2022-05-01 00:36:00,5.0,298.0,50.0,368.0,129.0,161.0,664.0,
0002,2022-05-01 05:12:00,1.0,227.0,20.0,351.0,141.0,231.0,603.0,
0003,2022-05-01 07:36:00,7.0,293.0,88.0,351.0,68.0,204.0,462.0,
0004,2022-05-01 07:36:00,2.0,47.0,56.0,319.0,80.0,151.0,416.0,
0005,2022-05-01 07:36:00,1.0,95.0,8.0,661.0,95.0,568.0,814.0,
0006,2022-05-01 07:36:00,1.0,36.0,10.0,512.0,71.0,480.0,657.0,
0007,2022-05-01 09:12:00,1.0,227.0,12.0,294.0,139.0,212.0,612.0,
0008,2022-05-01 09:24:00,5.0,296.0,30.0,896.0,611.0,140.0,1956.0,
0009,2022-05-01 10:24:00,2.0,17.0,68.0,1077.0,540.0,204.0,1953.0,
0010,2022-05-01 10:48:00,2.0,80.0,30.0,440.0,355.0,211.0,1462.0,
0011,2022-05-01 10:48:00,1.0,227.0,8.0,417.0,79.0,315.0,538.0,
0012,2022-05-01 10:48:00,2.0,246.0,10.0,919.0,512.0,336.0,1736.0,
0013,2022-05-01 10:48:00,2.0,180.0,66.0,1389.0,342.0,694.0,1953.0,
0014,2022-05-01 11:00:00,1.0,159.0,24.0,1562.0,456.0,694.0,1953.0,
0015,2022-05-01 18:12:00,1.0,236.0,34.0,322.0,384.0,218.0,1302.0,
0016,2022-05-01 19:12:00,2.0,292.0,22.0,315.0,101.0,209.0,568.0,
0017,2022-05-01 19:12:00,2.0,301.0,16.0,1478.0,785.0,231.0,1953.0,
0018,2022-05-01 22:00:00,1.0,182.0,70.0,233.0,20.0,190.0,254.0,
0019,2022-05-01 22:00:00,2.0,311.0,36.0,282.0,74.0,153.0,434.0,
0020,2022-05-02 03:12:00,8.0,315.0,36.0,372.0,530.0,131.0,1644.0,
0021,2022-05-02 09:24:00,2.0,327.0,16.0,334.0,141.0,244.0,694.0,
0022,2022-05-02 10:12:00,2.0,289.0,36.0,262.0,92.0,195.0,452.0,
0023,2022-05-02 13:36:00,2.0,216.0,10.0,372.0,110.0,176.0,459.0,
0024,2022-05-02 15:48:00,4.0,302.0,26.0,249.0,37.0,188.0,325.0,
0025,2022-05-03 08:12:00,2.0,277.0,20.0,235.0,23.0,183.0,242.0,
0026,2022-05-03 08:12:00,1.0,111.0,40.0,252.0,42.0,165.0,318.0,
0027,2022-05-03 17:12:00,3.0,44.0,34.0,123.0,30.0,105.0,205.0,
0028,2022-05-04 01:36:00,1.0,73.0,8.0,102.0,2.0,100.0,106.0,
0029,2022-05-04 03:36:00,2.0,188.0,22.0,249.0,44.0,195.0,351.0,
0030,2022-05-04 06:12:00,1.0,302.0,26.0,791.0,236.0,589.0,1420.0,
0031,2022-05-04 07:48:00,3.0,135.0,48.0,240.0,60.0,135.0,374.0,
0032,2022-05-04 07:48:00,1.0,119.0,20.0,452.0,220.0,300.0,868.0,
0033,2022-05-04 12:24:00,2.0,179.0,28.0,226.0,67.0,104.0,336.0,
0034,2022-05-04 17:12:00,5.0,204.0,18.0,534.0,144.0,292.0,664.0,
0035,2022-05-05 18:24:00,2.0,253.0,16.0,457.0,19.0,440.0,492.0,
0036,2022-05-05 18:48:00,1.0,44.0,10.0,1036.0,435.0,390.0,1644.0,
0037,2022-05-05 19:12:00,2.0,245.0,12.0,624.0,261.0,459.0,1115.0,
0038,2022-05-05 19:24:00,3.0,122.0,70.0,781.0,397.0,297.0,1644.0,
0039,2022-05-05 20:12:00,1.0,52.0,6.0,680.0,469.0,408.0,1562.0,
0040,2022-05-06 04:28:00,4.0,47.0,8.0,137.0,154.0,102.0,440.0,
0041,2022-05-06 12:50:00,2.0,260.0,14.0,493.0,66.0,434.0,637.0,
0042,2022-05-06 15:12:00,3.0,256.0,26.0,522.0,180.0,343.0,1007.0,
0043,2022-05-06 16:12:00,4.0,34.0,18.0,136.0,42.0,102.0,221.0,
0044,2022-05-06 20:48:00,6.0,42.0,90.0,201.0,23.0,171.0,264.0,
0045,2022-05-07 10:36:00,2.0,255.0,8.0,353.0,60.0,258.0,428.0,
0046,2022-05-07 22:36:00,6.0,301.0,52.0,121.0,21.0,100.0,171.0,
0047,2022-05-08 01:36:00,2.0,302.0,14.0,124.0,14.0,102.0,138.0,
0048,2022-05-08 06:12:00,6.0,122.0,38.0,350.0,246.0,155.0,976.0,
0049,2022-05-08 08:00:00,2.0,262.0,26.0,528.0,133.0,279.0,726.0,
0050,2022-05-08 18:24:00,1.0,247.0,8.0,543.0,143.0,339.0,744.0,
0051,2022-05-08 22:12:00,2.0,137.0,92.0,504.0,20.0,452.0,548.0,II
0052,2022-05-09 03:36:00,5.0,129.0,24.0,236.0,76.0,110.0,328.0,
0053,2022-05-09 15:21:00,1.0,119.0,16.0,976.0,563.0,202.0,1928.0,
0054,2022-05-09 20:24:00,1.0,126.0,14.0,224.0,27.0,177.0,262.0,
0055,2022-05-09 21:48:00,1.0,247.0,20.0,520.0,83.0,400.0,710.0,
0056,2022-05-10 04:24:00,2.0,249.0,8.0,137.0,12.0,126.0,157.0,
0057,2022-05-10 10:24:00,2.0,81.0,60.0,762.0,252.0,197.0,1116.0,
0058,2022-05-10 10:24:00,1.0,67.0,36.0,1008.0,255.0,558.0,1388.0,
0059,2022-05-10 11:00:00,8.0,239.0,52.0,233.0,69.0,99.0,376.0,
0060,2022-05-10 14:36:00,3.0,142.0,102.0,405.0,96.0,236.0,625.0,II
0061,2022-05-10 14:48:00,1.0,157.0,16.0,376.0,72.0,286.0,512.0,
0062,2022-05-10 22:00:00,6.0,97.0,148.0,390.0,94.0,189.0,568.0,II
0063,2022-05-11 01:25:00,3.0,170.0,46.0,309.0,177.0,140.0,679.0,
0064,2022-05-11 02:48:00,2.0,46.0,42.0,248.0,217.0,149.0,744.0,
0065,2022-05-11 03:12:00,1.0,250.0,10.0,1689.0,176.0,1420.0,1785.0,
0066,2022-05-11 04:48:00,1.0,59.0,16.0,300.0,45.0,217.0,383.0,
0067,2022-05-11 09:24:00,3.0,91.0,100.0,744.0,283.0,213.0,1302.0,II
0068,2022-05-11 10:00:00,1.0,255.0,32.0,332.0,500.0,234.0,1560.0,
0069,2022-05-11 13:36:00,2.0,78.0,46.0,537.0,158.0,312.0,844.0,
0070,2022-05-11 14:12:00,2.0,85.0,36.0,249.0,127.0,124.0,520.0,
0071,2022-05-11 19:48:00,5.0,339.0,272.0,781.0,489.0,201.0,1953.0,IV
0072,2022-05-11 20:12:00,1.0,116.0,14.0,469.0,274.0,202.0,919.0,
0073,2022-05-11 20:12:00,2.0,197.0,100.0,637.0,641.0,186.0,1953.0,II
0074,2022-05-11 21:48:00,2.0,76.0,34.0,262.0,155.0,152.0,548.0,
0075,2022-05-11 22:12:00,2.0,247.0,20.0,409.0,212.0,184.0,868.0,
0076,2022-05-11 23:12:00,2.0,293.0,52.0,421.0,134.0,168.0,753.0,
0077,2022-05-12 03:12:00,2.0,79.0,44.0,726.0,209.0,236.0,868.0,
0078,2022-05-12 03:36:00,2.0,90.0,22.0,259.0,284.0,127.0,892.0,
0079,2022-05-12 06:00:00,5.0,271.0,88.0,281.0,84.0,121.0,473.0,
0080,2022-05-12 06:00:00,0.0,295.0,12.0,359.0,45.0,297.0,446.0,
0081,2022-05-12 06:36:00,1.0,81.0,8.0,568.0,55.0,529.0,656.0,
0082,2022-05-12 08:00:00,1.0,54.0,42.0,1076.0,258.0,651.0,1488.0,
0083,2022-05-12 08:48:00,2.0,269.0,16.0,281.0,44.0,243.0,383.0,
0084,2022-05-12 12:00:00,1.0,259.0,28.0,230.0,33.0,176.0,276.0,
0085,2022-05-12 15:48:00,1.0,59.0,20.0,371.0,90.0,199.0,501.0,
0086,2022-05-12 18:48:00,1.0,65.0,20.0,361.0,54.0,265.0,459.0,
0087,2022-05-12 19:24:00,2.0,95.0,16.0,444.0,163.0,294.0,801.0,
0088,2022-05-13 07:24:00,1.0,118.0,14.0,151.0,59.0,111.0,256.0,
0089,2022-05-13 07:48:00,2.0,281.0,12.0,473.0,75.0,390.0,606.0,
0090,2022-05-13 08:24:00,2.0,258.0,62.0,405.0,113.0,187.0,694.0,
0091,2022-05-13 08:48:00,2.0,230.0,74.0,470.0,58.0,365.0,590.0,
0092,2022-05-13 08:48:00,3.0,251.0,20.0,1077.0,425.0,496.0,1736.0,
0093,2022-05-13 10:24:00,2.0,78.0,42.0,664.0,106.0,512.0,919.0,
0094,2022-05-13 12:48:00,3.0,271.0,16.0,339.0,143.0,189.0,612.0,
0095,2022-05-13 13:56:00,5.0,308.0,46.0,194.0,35.0,126.0,248.0,
0096,2022-05-13 13:56:00,2.0,314.0,34.0,196.0,25.0,153.0,248.0,
0097,2022-05-13 15:48:00,3.0,212.0,50.0,364.0,89.0,148.0,589.0,
0098,2022-05-13 18:48:00,1.0,73.0,36.0,362.0,95.0,181.0,543.0,
0099,2022-05-13 22:24:00,2.0,82.0,46.0,512.0,168.0,312.0,976.0,
0100,2022-05-14 00:24:00,1.0,90.0,6.0,125.0,30.0,102.0,172.0,
0101,2022-05-14 04:00:00,2.0,83.0,28.0,299.0,94.0,175.0,446.0,
0102,2022-05-14 17:36:00,3.0,125.0,32.0,432.0,290.0,249.0,1157.0,
0103,2022-05-15 12:50:00,1.0,112.0,22.0,875.0,264.0,403.0,1244.0,
0104,2022-05-16 13:48:00,1.0,84.0,38.0,220.0,39.0,143.0,280.0,
0105,2022-05-16 13:48:00,2.0,94.0,22.0,189.0,52.0,101.0,293.0,
0106,2022-05-16 17:12:00,2.0,126.0,30.0,595.0,434.0,446.0,1838.0,
0107,2022-05-17 00:00:00,1.0,93.0,36.0,298.0,88.0,208.0,538.0,
0108,2022-05-17 05:36:00,2.0,97.0,40.0,428.0,46.0,339.0,512.0,
0109,2022-05-17 10:00:00,1.0,97.0,8.0,336.0,6.0,327.0,343.0,
0110,2022-05-17 17:16:00,1.0,93.0,8.0,589.0,140.0,355.0,765.0,
0111,2022-05-17 17:36:00,3.0,285.0,68.0,292.0,65.0,195.0,480.0,
0112,2022-05-17 20:24:00,1.0,287.0,8.0,252.0,18.0,228.0,276.0,
0113,2022-05-18 07:00:00,1.0,278.0,14.0,814.0,363.0,694.0,1644.0,
0114,2022-05-18 10:24:00,6.0,304.0,46.0,187.0,42.0,127.0,271.0,
0115,2022-05-18 12:12:00,2.0,236.0,46.0,238.0,36.0,162.0,318.0,
0116,2022-05-18 15:27:00,1.0,102.0,10.0,228.0,148.0,196.0,555.0,
0117,2022-05-19 10:36:00,2.0,157.0,20.0,288.0,46.0,217.0,346.0,
0118,2022-05-19 11:00:00,0.0,286.0,14.0,203.0,24.0,179.0,246.0,
0119,2022-05-19 12:24:00,2.0,229.0,48.0,371.0,152.0,254.0,710.0,
0120,2022-05-19 14:36:00,1.0,214.0,6.0,175.0,14.0,150.0,188.0,
0121,2022-05-19 15:12:00,3.0,355.0,84.0,187.0,58.0,117.0,325.0,
0122,2022-05-20 12:24:00,1.0,253.0,36.0,625.0,76.0,458.0,771.0,
0123,2022-05-20 23:24:00,2.0,304.0,42.0,446.0,129.0,343.0,744.0,
0124,2022-05-21 03:36:00,1.0,106.0,10.0,609.0,95.0,529.0,762.0,
0125,2022-05-21 12:12:00,1.0,105.0,8.0,434.0,5.0,425.0,437.0,
0126,2022-05-21 16:36:00,5.0,142.0,166.0,309.0,69.0,176.0,480.0,II
0127,2022-05-21 17:12:00,1.0,42.0,6.0,268.0,15.0,258.0,297.0,
0128,2022-05-21 18:36:00,0.0,53.0,16.0,203.0,38.0,150.0,269.0,
0129,2022-05-21 22:36:00,1.0,92.0,10.0,471.0,207.0,188.0,710.0,
0130,2022-05-22 02:00:00,1.0,97.0,8.0,266.0,55.0,171.0,317.0,
0131,2022-05-22 04:24:00,1.0,235.0,8.0,488.0,36.0,425.0,529.0,
0132,2022-05-22 05:48:00,1.0,294.0,18.0,342.0,156.0,167.0,628.0,
0133,2022-05-22 06:48:00,1.0,95.0,16.0,500.0,77.0,381.0,606.0,
0134,2022-05-22 08:24:00,2.0,145.0,24.0,679.0,239.0,405.0,1115.0,
0135,2022-05-22 15:48:00,2.0,124.0,14.0,219.0,104.0,138.0,390.0,
0136,2022-05-22 16:12:00,3.0,288.0,34.0,822.0,345.0,480.0,1644.0,
0137,2022-05-22 16:12:00,1.0,95.0,8.0,622.0,62.0,512.0,679.0,
0138,2022-05-23 03:48:00,5.0,267.0,28.0,443.0,333.0,244.0,1420.0,
0139,2022-05-23 04:24:00,1.0,305.0,20.0,494.0,260.0,372.0,1008.0,
0140,2022-05-23 08:12:00,2.0,97.0,24.0,498.0,209.0,314.0,976.0,
0141,2022-05-23 08:48:00,2.0,291.0,20.0,274.0,108.0,192.0,473.0,
0142,2022-05-23 11:24:00,1.0,309.0,20.0,164.0,33.0,113.0,206.0,
0143,2022-05-23 12:12:00,2.0,231.0,56.0,205.0,38.0,132.0,280.0,
0144,2022-05-23 17:48:00,1.0,3.0,24.0,127.0,12.0,115.0,161.0,
0145,2022-05-23 21:24:00,1.0,288.0,10.0,275.0,65.0,220.0,416.0,
0146,2022-05-24 07:48:00,2.0,107.0,32.0,777.0,489.0,194.0,1602.0,
0147,2022-05-24 18:48:00,1.0,127.0,12.0,142.0,56.0,100.0,264.0,
0148,2022-05-24 23:12:00,3.0,77.0,128.0,397.0,120.0,219.0,679.0,II
0149,2022-05-24 23:12:00,1.0,62.0,10.0,363.0,15.0,343.0,391.0,
0150,2022-05-24 23:12:00,1.0,38.0,10.0,319.0,541.0,180.0,1251.0,
0151,2022-05-25 00:36:00,0.0,159.0,20.0,343.0,83.0,246.0,520.0,
0152,2022-05-25 03:48:00,2.0,179.0,120.0,477.0,89.0,224.0,595.0,II
0153,2022-05-25 05:00:00,1.0,132.0,18.0,499.0,99.0,284.0,568.0,
