CME_ID,t0,dt0_h,pa_deg,da_deg,v_km_s,dv_km_s,minv_km_s,maxv_km_s,halo
0167,2022-07-31 15:05:00,1.0,304.0,10.0,226.0,78.0,136.0,314.0,
0168,2022-07-31 17:36:00,1.0,246.0,14.0,534.0,402.0,150.0,1249.0,
0169,2022-07-31 19:24:00,1.0,154.0,14.0,589.0,303.0,159.0,1201.0,
0170,2022-07-31 21:12:00,2.0,288.0,10.0,212.0,37.0,133.0,228.0,
0171,2022-07-31 22:36:00,2.0,72.0,58.0,578.0,424.0,355.0,1838.0,
0001,2022-08-01 00:48:00,5.0,285.0,28.0,355.0,94.0,209.0,573.0,
0002,2022-08-01 06:12:00,1.0,82.0,14.0,741.0,87.0,584.0,841.0,
0003,2022-08-01 13:48:00,1.0,277.0,12.0,292.0,39.0,228.0,339.0,
0004,2022-08-02 04:36:00,4.0,292.0,26.0,402.0,121.0,183.0,504.0,
0005,2022-08-02 06:48:00,1.0,77.0,16.0,1420.0,265.0,1358.0,1953.0,
0006,2022-08-03 10:48:00,5.0,58.0,42.0,337.0,101.0,142.0,520.0,
0007,2022-08-03 14:00:00,1.0,279.0,12.0,330.0,44.0,255.0,393.0,
0008,2022-08-03 14:00:00,1.0,316.0,34.0,327.0,38.0,260.0,395.0,
0009,2022-08-03 16:00:00,2.0,204.0,14.0,814.0,174.0,590.0,1096.0,
0010,2022-08-04 06:48:00,2.0,134.0,10.0,410.0,74.0,299.0,529.0,
0011,2022-08-04 14:00:00,3.0,84.0,18.0,330.0,530.0,107.0,1489.0,
0012,2022-08-05 01:25:00,5.0,128.0,74.0,303.0,90.0,183.0,569.0,
0013,2022-08-05 07:12:00,3.0,262.0,78.0,529.0,237.0,171.0,1007.0,
0014,2022-08-05 13:36:00,2.0,263.0,28.0,353.0,466.0,215.0,1644.0,
0015,2022-08-05 18:24:00,1.0,260.0,10.0,308.0,61.0,196.0,383.0,
0016,2022-08-05 20:48:00,1.0,255.0,12.0,382.0,61.0,292.0,466.0,
0017,2022-08-05 22:00:00,0.0,211.0,8.0,732.0,203.0,385.0,892.0,
0018,2022-08-06 01:36:00,1.0,169.0,8.0,744.0,147.0,452.0,781.0,
0019,2022-08-06 01:36:00,2.0,120.0,42.0,933.0,127.0,781.0,1208.0,
0020,2022-08-06 02:12:00,0.0,78.0,18.0,823.0,306.0,520.0,1453.0,
0021,2022-08-06 05:36:00,3.0,91.0,12.0,183.0,95.0,114.0,395.0,
0022,2022-08-06 08:24:00,2.0,193.0,28.0,527.0,167.0,215.0,822.0,
0023,2022-08-06 10:12:00,12.0,79.0,76.0,139.0,47.0,105.0,264.0,
0024,2022-08-06 18:48:00,1.0,300.0,6.0,500.0,138.0,322.0,651.0,
0025,2022-08-06 23:12:00,1.0,51.0,8.0,282.0,6.0,269.0,284.0,
0026,2022-08-07 10:36:00,1.0,133.0,16.0,926.0,140.0,753.0,1157.0,
0027,2022-08-07 11:12:00,0.0,153.0,8.0,744.0,150.0,488.0,905.0,
0028,2022-08-07 11:48:00,2.0,46.0,26.0,519.0,59.0,395.0,612.0,
0029,2022-08-07 22:24:00,1.0,118.0,18.0,241.0,72.0,136.0,355.0,
0030,2022-08-07 23:48:00,1.0,122.0,10.0,430.0,165.0,126.0,589.0,
0031,2022-08-08 11:00:00,3.0,356.0,50.0,719.0,276.0,400.0,1358.0,
0032,2022-08-08 12:24:00,1.0,344.0,18.0,589.0,55.0,488.0,681.0,
0033,2022-08-09 10:00:00,1.0,297.0,8.0,569.0,78.0,466.0,679.0,
0034,2022-08-09 13:36:00,2.0,86.0,18.0,272.0,67.0,99.0,314.0,
0035,2022-08-10 00:00:00,2.0,215.0,28.0,434.0,201.0,249.0,991.0,
0036,2022-08-10 00:00:00,2.0,215.0,12.0,284.0,101.0,140.0,473.0,
0037,2022-08-10 06:12:00,1.0,80.0,14.0,677.0,188.0,325.0,801.0,
0038,2022-08-10 15:37:00,2.0,36.0,30.0,479.0,116.0,276.0,626.0,
0039,2022-08-10 23:48:00,3.0,81.0,32.0,462.0,153.0,148.0,637.0,
0040,2022-08-11 19:24:00,1.0,340.0,14.0,185.0,5.0,176.0,189.0,
0041,2022-08-11 20:36:00,1.0,277.0,28.0,480.0,47.0,395.0,568.0,
0042,2022-08-13 04:48:00,1.0,90.0,10.0,644.0,173.0,258.0,741.0,
0043,2022-08-13 08:00:00,1.0,77.0,12.0,330.0,157.0,149.0,600.0,
0044,2022-08-13 08:12:00,2.0,73.0,16.0,336.0,359.0,267.0,1008.0,
0045,2022-08-13 18:48:00,3.0,177.0,60.0,216.0,122.0,102.0,452.0,
0046,2022-08-13 19:00:00,1.0,237.0,16.0,184.0,31.0,135.0,231.0,
0047,2022-08-14 07:00:00,1.0,167.0,40.0,306.0,99.0,199.0,473.0,
0048,2022-08-14 07:00:00,1.0,156.0,10.0,293.0,47.0,236.0,374.0,
0049,2022-08-14 07:00:00,1.0,136.0,10.0,315.0,30.0,258.0,322.0,
0050,2022-08-14 12:48:00,2.0,259.0,116.0,343.0,80.0,271.0,578.0,II
0051,2022-08-14 12:48:00,1.0,290.0,18.0,208.0,15.0,202.0,242.0,
0052,2022-08-14 12:48:00,1.0,271.0,8.0,170.0,5.0,162.0,178.0,
0053,2022-08-14 14:48:00,0.0,92.0,90.0,1735.0,176.0,1358.0,1953.0,
0054,2022-08-14 14:48:00,0.0,345.0,56.0,1735.0,131.0,1453.0,1953.0,
0055,2022-08-14 15:24:00,1.0,253.0,16.0,242.0,19.0,205.0,260.0,
0056,2022-08-14 19:12:00,1.0,174.0,22.0,242.0,63.0,102.0,288.0,
0057,2022-08-14 20:12:00,2.0,178.0,14.0,342.0,189.0,142.0,735.0,
0058,2022-08-15 05:00:00,2.0,215.0,124.0,473.0,121.0,276.0,756.0,II
0059,2022-08-15 05:24:00,1.0,303.0,8.0,480.0,196.0,300.0,781.0,
0060,2022-08-15 07:12:00,1.0,275.0,8.0,306.0,493.0,242.0,1302.0,
0061,2022-08-15 11:24:00,2.0,226.0,10.0,1073.0,425.0,625.0,1644.0,
0062,2022-08-15 11:48:00,2.0,236.0,30.0,422.0,168.0,197.0,718.0,
0063,2022-08-15 11:48:00,6.0,187.0,80.0,360.0,86.0,179.0,512.0,
0064,2022-08-15 15:36:00,2.0,71.0,12.0,309.0,61.0,223.0,390.0,
0065,2022-08-15 17:36:00,3.0,343.0,316.0,1838.0,87.0,1736.0,1953.0,IV
0066,2022-08-16 02:00:00,1.0,189.0,12.0,186.0,39.0,170.0,256.0,
0067,2022-08-16 02:12:00,4.0,198.0,98.0,416.0,48.0,300.0,512.0,II
0068,2022-08-16 08:48:00,2.0,204.0,30.0,245.0,53.0,166.0,328.0,
0069,2022-08-16 12:12:00,1.0,196.0,10.0,306.0,2.0,303.0,309.0,
0070,2022-08-16 15:24:00,4.0,202.0,70.0,381.0,71.0,218.0,520.0,
0071,2022-08-16 21:12:00,3.0,108.0,30.0,255.0,544.0,101.0,1642.0,
0072,2022-08-17 03:48:00,1.0,5.0,20.0,456.0,131.0,395.0,781.0,
0073,2022-08-17 03:48:00,1.0,15.0,8.0,392.0,162.0,282.0,686.0,
0074,2022-08-17 05:12:00,1.0,232.0,14.0,828.0,291.0,625.0,1453.0,
0075,2022-08-17 12:12:00,4.0,216.0,118.0,602.0,194.0,211.0,991.0,II
0076,2022-08-17 17:12:00,2.0,42.0,258.0,1838.0,190.0,1202.0,1953.0,III
0077,2022-08-17 17:12:00,1.0,212.0,22.0,363.0,135.0,112.0,578.0,
0078,2022-08-17 18:24:00,0.0,66.0,62.0,1736.0,80.0,1644.0,1838.0,
0079,2022-08-17 22:36:00,4.0,239.0,48.0,336.0,86.0,214.0,538.0,
0080,2022-08-18 00:00:00,1.0,264.0,14.0,586.0,208.0,158.0,666.0,
0081,2022-08-18 02:24:00,2.0,224.0,6.0,251.0,27.0,241.0,304.0,
0082,2022-08-18 11:00:00,2.0,211.0,96.0,812.0,177.0,543.0,1201.0,II
0083,2022-08-18 13:48:00,2.0,103.0,356.0,1840.0,148.0,1257.0,1955.0,IV
0084,2022-08-18 14:00:00,1.0,311.0,24.0,267.0,155.0,199.0,589.0,
0085,2022-08-18 15:36:00,1.0,215.0,8.0,318.0,59.0,262.0,422.0,
0086,2022-08-18 16:24:00,0.0,231.0,20.0,580.0,182.0,217.0,762.0,
0087,2022-08-18 19:00:00,1.0,21.0,20.0,322.0,55.0,224.0,411.0,
0088,2022-08-18 19:36:00,1.0,14.0,14.0,381.0,160.0,137.0,637.0,
0089,2022-08-18 21:48:00,1.0,173.0,24.0,459.0,64.0,363.0,578.0,
0090,2022-08-18 23:12:00,2.0,225.0,64.0,500.0,166.0,264.0,833.0,
0091,2022-08-19 05:00:00,2.0,227.0,92.0,785.0,58.0,654.0,898.0,II
0092,2022-08-19 10:48:00,2.0,220.0,50.0,726.0,142.0,355.0,1008.0,
0093,2022-08-19 14:36:00,1.0,219.0,12.0,289.0,47.0,242.0,385.0,
0094,2022-08-19 15:48:00,2.0,71.0,40.0,224.0,74.0,137.0,411.0,
0095,2022-08-19 21:24:00,4.0,227.0,28.0,343.0,91.0,192.0,480.0,
0096,2022-08-20 02:12:00,1.0,150.0,6.0,160.0,13.0,149.0,179.0,
0097,2022-08-20 07:36:00,2.0,250.0,6.0,426.0,48.0,347.0,469.0,
0098,2022-08-20 08:00:00,1.0,246.0,10.0,330.0,97.0,242.0,480.0,
0099,2022-08-20 16:48:00,1.0,267.0,28.0,319.0,49.0,286.0,431.0,
0100,2022-08-20 19:00:00,1.0,220.0,10.0,300.0,108.0,127.0,434.0,
0101,2022-08-21 02:48:00,1.0,279.0,52.0,260.0,63.0,157.0,367.0,
0102,2022-08-21 05:36:00,2.0,257.0,52.0,248.0,157.0,103.0,618.0,
0103,2022-08-21 08:12:00,2.0,257.0,12.0,121.0,7.0,113.0,132.0,
0104,2022-08-21 15:12:00,2.0,277.0,8.0,125.0,45.0,123.0,215.0,
0105,2022-08-21 19:12:00,1.0,243.0,12.0,359.0,51.0,284.0,440.0,
0106,2022-08-22 17:36:00,1.0,251.0,8.0,434.0,113.0,279.0,568.0,
0107,2022-08-22 20:00:00,3.0,181.0,36.0,343.0,41.0,277.0,422.0,
0108,2022-08-23 04:48:00,1.0,174.0,14.0,284.0,25.0,236.0,325.0,
0109,2022-08-23 04:48:00,1.0,173.0,24.0,322.0,44.0,286.0,428.0,
0110,2022-08-24 09:48:00,2.0,232.0,30.0,395.0,69.0,250.0,512.0,
0111,2022-08-24 13:48:00,1.0,246.0,6.0,296.0,123.0,188.0,512.0,
0112,2022-08-24 15:05:00,2.0,152.0,10.0,405.0,51.0,397.0,513.0,
0113,2022-08-24 18:48:00,1.0,230.0,6.0,276.0,10.0,260.0,284.0,
0114,2022-08-24 23:48:00,1.0,262.0,22.0,337.0,921.0,165.0,1953.0,
0115,2022-08-25 01:48:00,3.0,251.0,44.0,147.0,257.0,129.0,679.0,
0116,2022-08-25 04:12:00,1.0,260.0,6.0,510.0,182.0,425.0,856.0,
0117,2022-08-25 04:24:00,6.0,10.0,86.0,167.0,27.0,102.0,204.0,
0118,2022-08-25 07:00:00,1.0,83.0,12.0,335.0,157.0,171.0,600.0,
0119,2022-08-25 11:36:00,1.0,70.0,14.0,304.0,25.0,260.0,336.0,
0120,2022-08-25 23:12:00,1.0,252.0,18.0,390.0,97.0,262.0,578.0,
0121,2022-08-26 10:24:00,2.0,229.0,80.0,402.0,66.0,258.0,568.0,
0122,2022-08-26 10:24:00,1.0,245.0,12.0,269.0,30.0,228.0,309.0,
0123,2022-08-26 13:36:00,4.0,275.0,168.0,405.0,109.0,150.0,726.0,II
0124,2022-08-26 16:00:00,2.0,45.0,72.0,867.0,97.0,679.0,1179.0,
0125,2022-08-26 16:00:00,2.0,115.0,52.0,919.0,552.0,578.0,1838.0,
0126,2022-08-26 16:00:00,0.0,173.0,16.0,822.0,562.0,612.0,1838.0,
0127,2022-08-27 02:24:00,2.0,328.0,274.0,1025.0,516.0,267.0,1953.0,IV
0128,2022-08-27 05:12:00,1.0,240.0,14.0,800.0,240.0,529.0,1358.0,
0129,2022-08-27 05:36:00,1.0,277.0,16.0,412.0,40.0,332.0,473.0,
0130,2022-08-27 08:24:00,2.0,252.0,38.0,512.0,179.0,395.0,1008.0,
0131,2022-08-27 10:12:00,3.0,219.0,32.0,557.0,62.0,469.0,694.0,
0132,2022-08-27 10:12:00,8.0,51.0,36.0,388.0,84.0,190.0,512.0,
0133,2022-08-27 11:12:00,0.0,254.0,10.0,487.0,273.0,300.0,1041.0,
0134,2022-08-27 11:24:00,1.0,277.0,8.0,495.0,140.0,354.0,710.0,
0135,2022-08-27 14:36:00,2.0,304.0,14.0,355.0,85.0,201.0,446.0,
0136,2022-08-27 14:48:00,3.0,263.0,20.0,631.0,542.0,303.0,1953.0,
0137,2022-08-28 09:24:00,1.0,240.0,18.0,137.0,35.0,98.0,214.0,
0138,2022-08-28 10:12:00,1.0,250.0,38.0,213.0,168.0,105.0,762.0,
0139,2022-08-28 12:24:00,4.0,258.0,70.0,224.0,21.0,177.0,270.0,
0140,2022-08-28 15:16:00,2.0,299.0,48.0,892.0,227.0,780.0,1420.0,
0141,2022-08-28 15:48:00,1.0,228.0,62.0,1276.0,340.0,781.0,1953.0,
0142,2022-08-28 18:36:00,3.0,19.0,208.0,1736.0,493.0,306.0,1893.0,III
0143,2022-08-28 18:36:00,2.0,182.0,70.0,1785.0,137.0,1419.0,1893.0,
0144,2022-08-29 16:48:00,2.0,240.0,78.0,664.0,141.0,449.0,1077.0,
0145,2022-08-29 18:24:00,2.0,157.0,20.0,650.0,788.0,107.0,1953.0,
0146,2022-08-29 21:12:00,1.0,251.0,8.0,1201.0,542.0,371.0,1838.0,
0147,2022-08-30 03:48:00,3.0,298.0,18.0,168.0,134.0,100.0,440.0,
0148,2022-08-30 11:00:00,1.0,220.0,6.0,1209.0,190.0,919.0,1420.0,
0149,2022-08-30 11:12:00,2.0,199.0,20.0,512.0,117.0,232.0,664.0,
0150,2022-08-30 12:48:00,3.0,300.0,58.0,269.0,103.0,160.0,525.0,
0151,2022-08-30 17:36:00,2.0,254.0,86.0,595.0,108.0,361.0,762.0,
0152,2022-08-30 18:36:00,1.0,334.0,50.0,762.0,250.0,286.0,1302.0,
0153,2022-08-30 19:12:00,5.0,99.0,172.0,735.0,495.0,181.0,1953.0,II
0154,2022-08-30 19:12:00,1.0,208.0,66.0,1487.0,306.0,892.0,1953.0,
0155,2022-08-30 19:12:00,1.0,307.0,20.0,584.0,213.0,122.0,868.0,
0156,2022-08-30 20:12:00,1.0,265.0,20.0,962.0,319.0,844.0,1644.0,
0157,2022-08-30 22:00:00,1.0,42.0,10.0,1348.0,93.0,1275.0,1487.0,
0158,2022-08-30 22:12:00,1.0,84.0,30.0,381.0,351.0,129.0,1008.0,
0159,2022-08-30 23:48:00,2.0,298.0,10.0,385.0,106.0,184.0,512.0,
0160,2022-08-31 03:24:00,3.0,318.0,22.0,343.0,109.0,289.0,612.0,
0161,2022-08-31 08:48:00,2.0,207.0,24.0,512.0,131.0,224.0,637.0,
0162,2022-08-31 10:24:00,1.0,230.0,34.0,1249.0,262.0,589.0,1526.0,
0163,2022-08-31 17:48:00,1.0,230.0,18.0,919.0,132.0,584.0,1041.0,
0001,2022-09-01 11:00:00,1.0,283.0,8.0,762.0,633.0,230.0,1953.0,
0002,2022-09-01 19:12:00,1.0,226.0,10.0,944.0,523.0,186.0,1524.0,
0003,2022-09-02 01:07:00,1.0,222.0,22.0,513.0,79.0,373.0,682.0,
0004,2022-09-02 16:37:00,0.0,198.0,18.0,647.0,18.0,621.0,663.0,
0005,2022-09-02 19:24:00,2.0,140.0,122.0,475.0,64.0,349.0,651.0,II
0006,2022-09-03 00:12:00,0.0,184.0,22.0,1344.0,72.0,1201.0,1351.0,
0007,2022-09-03 09:12:00,1.0,96.0,14.0,257.0,36.0,204.0,312.0,
0008,2022-09-03 09:24:00,1.0,210.0,6.0,850.0,109.0,762.0,1024.0,
0009,2022-09-03 17:00:00,1.0,137.0,8.0,437.0,26.0,395.0,473.0,
0010,2022-09-04 13:48:00,1.0,123.0,12.0,271.0,66.0,173.0,349.0,
0011,2022-09-05 16:36:00,1.0,106.0,38.0,118.0,16.0,104.0,155.0,
0012,2022-09-05 16:36:00,1.0,195.0,96.0,743.0,54.0,625.0,880.0,II
0013,2022-09-05 21:36:00,1.0,234.0,18.0,480.0,178.0,215.0,744.0,
0014,2022-09-06 01:25:00,2.0,110.0,38.0,602.0,199.0,234.0,871.0,
0015,2022-09-06 12:36:00,1.0,63.0,8.0,580.0,129.0,411.0,746.0,
0016,2022-09-06 19:36:00,2.0,285.0,20.0,801.0,182.0,488.0,1041.0,
0017,2022-09-07 11:12:00,1.0,291.0,20.0,625.0,146.0,548.0,992.0,
0018,2022-09-08 08:48:00,10.0,248.0,66.0,108.0,13.0,101.0,145.0,
0019,2022-09-08 14:12:00,1.0,217.0,8.0,309.0,18.0,279.0,318.0,
0020,2022-09-08 18:24:00,2.0,110.0,26.0,753.0,194.0,416.0,1041.0,
0021,2022-09-09 04:36:00,1.0,158.0,14.0,259.0,143.0,171.0,568.0,
0022,2022-09-09 06:12:00,2.0,7.0,44.0,127.0,54.0,102.0,253.0,
0023,2022-09-09 08:24:00,1.0,342.0,6.0,186.0,10.0,184.0,204.0,
0024,2022-09-09 11:36:00,1.0,304.0,54.0,260.0,58.0,201.0,388.0,
0025,2022-09-10 04:12:00,8.0,167.0,68.0,230.0,36.0,153.0,292.0,
0026,2022-09-11 02:12:00,4.0,356.0,54.0,913.0,481.0,156.0,1958.0,
0027,2022-09-11 08:24:00,6.0,87.0,60.0,231.0,69.0,133.0,411.0,
0028,2022-09-11 15:26:00,2.0,60.0,34.0,1451.0,461.0,499.0,1967.0,
0029,2022-09-11 15:26:00,2.0,198.0,34.0,1713.0,311.0,785.0,1921.0,
0030,2022-09-11 15:26:00,1.0,288.0,74.0,1522.0,371.0,668.0,1921.0,
0031,2022-09-11 15:26:00,1.0,20.0,18.0,1659.0,206.0,1321.0,1851.0,
0032,2022-09-11 15:26:00,2.0,122.0,38.0,1600.0,258.0,1008.0,1967.0,
0033,2022-09-13 08:24:00,3.0,279.0,28.0,385.0,79.0,216.0,539.0,
0034,2022-09-13 10:24:00,1.0,82.0,34.0,346.0,147.0,168.0,664.0,
0035,2022-09-13 15:24:00,1.0,282.0,34.0,235.0,23.0,200.0,286.0,
0036,2022-09-14 09:36:00,1.0,293.0,20.0,400.0,114.0,276.0,637.0,
0037,2022-09-15 07:48:00,0.0,124.0,26.0,1008.0,336.0,726.0,1838.0,
0038,2022-09-15 08:36:00,2.0,254.0,74.0,351.0,61.0,254.0,520.0,
0039,2022-09-15 22:24:00,2.0,229.0,28.0,367.0,127.0,115.0,500.0,
0040,2022-09-15 22:36:00,2.0,222.0,66.0,665.0,56.0,529.0,735.0,
0041,2022-09-16 02:00:00,1.0,280.0,10.0,554.0,63.0,466.0,664.0,
0042,2022-09-16 09:24:00,1.0,201.0,8.0,488.0,96.0,367.0,612.0,
0043,2022-09-17 00:00:00,9.0,332.0,58.0,123.0,12.0,104.0,146.0,
0044,2022-09-17 13:48:00,5.0,298.0,74.0,272.0,127.0,115.0,573.0,
0045,2022-09-17 19:00:00,1.0,221.0,24.0,258.0,20.0,224.0,303.0,
0046,2022-09-17 20:12:00,1.0,307.0,8.0,275.0,20.0,249.0,294.0,
0047,2022-09-17 23:24:00,1.0,86.0,10.0,204.0,101.0,151.0,394.0,
0048,2022-09-18 10:00:00,2.0,15.0,12.0,811.0,277.0,480.0,1331.0,
0049,2022-09-18 14:36:00,1.0,294.0,26.0,247.0,12.0,222.0,252.0,
0050,2022-09-18 17:24:00,2.0,218.0,70.0,735.0,157.0,416.0,1041.0,
0051,2022-09-18 17:24:00,1.0,278.0,18.0,724.0,514.0,252.0,1838.0,
0052,2022-09-18 19:00:00,0.0,207.0,12.0,1489.0,605.0,456.0,1838.0,
0053,2022-09-18 22:24:00,1.0,89.0,28.0,248.0,41.0,223.0,341.0,
0054,2022-09-19 01:36:00,1.0,94.0,62.0,327.0,103.0,159.0,644.0,
0055,2022-09-19 02:48:00,1.0,84.0,18.0,438.0,378.0,262.0,1115.0,
0056,2022-09-20 02:48:00,2.0,115.0,16.0,568.0,187.0,422.0,946.0,
0057,2022-09-20 03:24:00,1.0,34.0,6.0,737.0,190.0,651.0,1096.0,
0058,2022-09-20 06:24:00,1.0,248.0,14.0,286.0,71.0,220.0,411.0,
0059,2022-09-20 11:24:00,0.0,302.0,14.0,360.0,64.0,246.0,439.0,
0060,2022-09-20 16:48:00,1.0,249.0,16.0,279.0,41.0,189.0,306.0,
0061,2022-09-20 19:48:00,3.0,256.0,34.0,296.0,39.0,221.0,395.0,
0062,2022-09-21 15:16:00,1.0,234.0,18.0,449.0,186.0,112.0,712.0,
0063,2022-09-21 16:48:00,3.0,151.0,36.0,173.0,39.0,124.0,294.0,
0064,2022-09-22 02:12:00,2.0,61.0,12.0,343.0,132.0,159.0,573.0,
0065,2022-09-22 07:48:00,5.0,341.0,16.0,103.0,7.0,99.0,118.0,
0066,2022-09-22 07:48:00,5.0,229.0,32.0,103.0,11.0,98.0,126.0,
0067,2022-09-22 07:48:00,2.0,268.0,34.0,143.0,11.0,131.0,167.0,
0068,2022-09-22 17:24:00,1.0,78.0,18.0,813.0,69.0,762.0,946.0,
0069,2022-09-22 22:12:00,2.0,107.0,32.0,1725.0,55.0,1644.0,1735.0,
0070,2022-09-22 22:12:00,0.0,9.0,20.0,1725.0,195.0,1249.0,1735.0,
0071,2022-09-23 05:48:00,0.0,82.0,10.0,345.0,82.0,184.0,428.0,
0072,2022-09-23 09:36:00,3.0,95.0,16.0,302.0,513.0,100.0,1562.0,
0073,2022-09-23 13:36:00,1.0,168.0,14.0,1024.0,317.0,651.0,1736.0,
0074,2022-09-23 14:00:00,2.0,280.0,194.0,496.0,135.0,185.0,892.0,III
0075,2022-09-23 18:12:00,0.0,78.0,38.0,1644.0,71.0,1562.0,1736.0,
0076,2022-09-23 20:12:00,3.0,280.0,350.0,1602.0,31.0,1562.0,1644.0,IV
0077,2022-09-23 23:48:00,1.0,256.0,26.0,153.0,531.0,126.0,1329.0,
0078,2022-09-24 02:24:00,3.0,264.0,30.0,216.0,53.0,160.0,347.0,
0079,2022-09-24 07:12:00,2.0,228.0,122.0,385.0,112.0,161.0,664.0,II
0080,2022-09-24 17:24:00,1.0,69.0,40.0,868.0,249.0,332.0,1041.0,
0081,2022-09-24 17:24:00,1.0,86.0,10.0,632.0,408.0,306.0,1358.0,
0082,2022-09-24 20:48:00,7.0,249.0,316.0,1420.0,655.0,136.0,1953.0,IV
0083,2022-09-25 04:36:00,1.0,88.0,6.0,513.0,88.0,390.0,637.0,
0084,2022-09-25 07:36:00,0.0,116.0,14.0,443.0,42.0,405.0,512.0,
0085,2022-09-25 07:36:00,1.0,117.0,12.0,632.0,38.0,578.0,679.0,
0086,2022-09-25 22:24:00,1.0,291.0,12.0,459.0,151.0,347.0,801.0,
0087,2022-09-26 00:00:00,0.0,47.0,48.0,183.0,46.0,126.0,255.0,
0088,2022-09-26 09:24:00,2.0,118.0,102.0,452.0,163.0,318.0,946.0,II
0089,2022-09-26 09:24:00,1.0,128.0,10.0,725.0,444.0,459.0,1562.0,
0090,2022-09-26 11:24:00,1.0,190.0,86.0,1523.0,103.0,1329.0,1644.0,
0091,2022-09-26 11:24:00,2.0,68.0,26.0,422.0,720.0,101.0,1644.0,
0092,2022-09-27 05:00:00,1.0,59.0,16.0,176.0,93.0,103.0,325.0,
0093,2022-09-27 05:12:00,1.0,90.0,10.0,170.0,1.0,167.0,172.0,
0094,2022-09-27 08:12:00,1.0,60.0,22.0,228.0,43.0,195.0,312.0,
0095,2022-09-27 10:36:00,1.0,84.0,38.0,234.0,74.0,157.0,452.0,
0096,2022-09-27 11:12:00,2.0,278.0,74.0,558.0,241.0,244.0,1077.0,
0097,2022-09-27 14:24:00,1.0,259.0,20.0,236.0,13.0,214.0,248.0,
0098,2022-09-27 20:48:00,1.0,93.0,8.0,376.0,71.0,256.0,428.0,
0099,2022-09-28 01:36:00,2.0,107.0,44.0,202.0,73.0,110.0,378.0,
0100,2022-09-28 01:48:00,1.0,124.0,10.0,204.0,25.0,163.0,242.0,
0101,2022-09-28 02:24:00,2.0,95.0,24.0,328.0,114.0,169.0,529.0,
0102,2022-09-28 05:24:00,2.0,93.0,44.0,230.0,95.0,109.0,428.0,
0103,2022-09-28 05:48:00,4.0,296.0,34.0,299.0,76.0,238.0,500.0,
0104,2022-09-28 09:12:00,1.0,87.0,32.0,269.0,55.0,168.0,381.0,
0105,2022-09-28 11:36:00,1.0,77.0,8.0,243.0,34.0,173.0,256.0,
0106,2022-09-28 17:36:00,0.0,80.0,26.0,341.0,63.0,261.0,469.0,
0107,2022-09-29 05:36:00,2.0,323.0,28.0,822.0,387.0,538.0,1644.0,
0108,2022-09-29 06:36:00,1.0,70.0,18.0,110.0,18.0,99.0,148.0,
0109,2022-09-29 09:48:00,1.0,72.0,38.0,258.0,16.0,227.0,274.0,
0110,2022-09-29 12:24:00,2.0,70.0,70.0,321.0,144.0,228.0,726.0,
0111,2022-09-30 13:36:00,0.0,270.0,10.0,1064.0,227.0,710.0,1365.0,
0112,2022-09-30 22:00:00,0.0,266.0,18.0,389.0,277.0,242.0,1041.0,
0113,2022-09-30 23:12:00,1.0,257.0,20.0,1116.0,475.0,612.0,1953.0,
0001,2022-10-01 02:48:00,3.0,289.0,28.0,466.0,47.0,359.0,548.0,
0002,2022-10-01 12:12:00,1.0,270.0,10.0,351.0,227.0,306.0,762.0,
0003,2022-10-01 20:24:00,2.0,294.0,30.0,781.0,141.0,520.0,1008.0,
0004,2022-10-01 21:36:00,1.0,267.0,8.0,637.0,55.0,548.0,672.0,
0005,2022-10-02 02:36:00,2.0,286.0,62.0,664.0,147.0,322.0,947.0,
0006,2022-10-02 05:00:00,4.0,300.0,90.0,244.0,93.0,168.0,504.0,
0007,2022-10-02 15:05:00,1.0,292.0,14.0,414.0,53.0,381.0,512.0,
0008,2022-10-02 16:12:00,1.0,111.0,8.0,679.0,18.0,651.0,694.0,
0009,2022-10-02 19:12:00,1.0,294.0,10.0,395.0,72.0,376.0,558.0,
0010,2022-10-02 19:12:00,2.0,298.0,50.0,892.0,352.0,223.0,1644.0,
0011,2022-10-03 00:24:00,4.0,167.0,100.0,310.0,160.0,132.0,679.0,II
0012,2022-10-03 09:36:00,2.0,296.0,58.0,802.0,300.0,446.0,1644.0,
0013,2022-10-03 20:36:00,2.0,312.0,42.0,595.0,157.0,456.0,1008.0,
0014,2022-10-03 21:36:00,1.0,51.0,8.0,1008.0,313.0,868.0,1644.0,
0015,2022-10-04 14:12:00,1.0,215.0,28.0,558.0,55.0,440.0,600.0,
0016,2022-10-05 02:24:00,1.0,217.0,48.0,280.0,86.0,217.0,529.0,
0017,2022-10-05 21:12:00,1.0,310.0,10.0,1374.0,25.0,1359.0,1418.0,
0018,2022-10-05 21:24:00,2.0,96.0,18.0,299.0,57.0,201.0,388.0,
0019,2022-10-06 01:36:00,1.0,90.0,26.0,366.0,65.0,236.0,381.0,
0020,2022-10-06 05:24:00,1.0,82.0,58.0,305.0,51.0,220.0,405.0,
0021,2022-10-06 17:24:00,2.0,91.0,64.0,249.0,64.0,160.0,395.0,
0022,2022-10-06 20:24:00,2.0,106.0,46.0,275.0,94.0,153.0,459.0,
0023,2022-10-06 23:24:00,1.0,52.0,10.0,756.0,152.0,653.0,1083.0,
0024,2022-10-07 08:12:00,3.0,327.0,124.0,266.0,116.0,100.0,538.0,II
